city,iataCode, Airport name, Location, Country,isInternational
GYM General José María Yáñez International Airport,GYM,General José María Yáñez International Airport,"Guaymas, Sonora",Mexico,YES
PHN St.Clair County International Airport,PHN,St.Clair County International Airport,"PORT Huron, Michigan",United States,YES
AUS Austin–Bergstrom International Airport,AUS,Austin–Bergstrom International Airport,"Austin, Texas",United States,YES
DEN Denver International Airport,DEN,Denver International Airport,"Denver, Colorado",United States,YES
FDF Martinique Aimé Césaire International Airport,FDF,Martinique Aimé Césaire International Airport,Le Lamentin / Fort de France,Martinique,YES
SRE Juana Azurduy de Padilla International Airport,SRE,Juana Azurduy de Padilla International Airport,Sucre,Bolivia,YES
XQE Ebbsfleet International Railway Station,XQE,Ebbsfleet International Railway Station,Ebbsfleet Valley,UK,YES
IST Istanbul Atatürk Airport (Yesilköy International),IST,Istanbul Atatürk Airport (Yesilköy International),Istanbul,Turkey,YES
SRG Achmad Yani International Airport,SRG,Achmad Yani International Airport,Semarang,Indonesia,YES
DET Coleman A. Young International Airport,DET,Coleman A. Young International Airport,"Detroit, Michigan",United States,YES
GYY Gary/Chicago International Airport,GYY,Gary/Chicago International Airport,"Gary, Indiana",United States,YES
ISU Sulaimaniyah International Airport,ISU,Sulaimaniyah International Airport,"Sulaimaniyah, Kurdistan",Iraq,YES
PHX Phoenix Sky Harbor International Airport,PHX,Phoenix Sky Harbor International Airport,"Phoenix, Arizona",United States,YES
GZA Yaser Arafat International Airport,GZA,Yaser Arafat International Airport,Gaza,Palestine,YES
ODS Odessa International Airport,ODS,Odessa International Airport,Odessa,Ukraine,YES
TKK Chuuk International Airport,TKK,Chuuk International Airport,Weno,Federated States of Micronesia,YES
YVR Vancouver International Airport,YVR,Vancouver International Airport,"Vancouver, British Columbia",Canada,YES
EDL Eldoret International Airport,EDL,Eldoret International Airport,Eldoret,Kenya,YES
UTH Udon Thani International Airport,UTH,Udon Thani International Airport,Udon Thani,Thailand,YES
WUH Wuhan Tianhe International Airport,WUH,Wuhan Tianhe International Airport,"Wuhan, Hubei",China,YES
BHM Birmingham–Shuttlesworth International Airport,BHM,Birmingham–Shuttlesworth International Airport,"Birmingham, Alabama",United States,YES
CEB Mactan-Cebu International Airport,CEB,Mactan-Cebu International Airport,Lapu-Lapu City,Philippines,YES
DFW Dallas/Fort Worth International Airport,DFW,Dallas/Fort Worth International Airport,"Dallas and Fort Worth, Texas",United States,YES
GFK Grand Forks International Airport,GFK,Grand Forks International Airport,"Grand Forks, North Dakota",United States,YES
SRQ Sarasota-Bradenton International Airport,SRQ,Sarasota-Bradenton International Airport,"Sarasota, Florida",United States,YES
BSR Basrah International Airport,BSR,Basrah International Airport,Basrah,Iraq,YES
CPR Natrona County International Airport,CPR,Natrona County International Airport,"Casper, Wyoming",United States,YES
PIE St.Petersburg-Clearwater International Airport,PIE,St.Petersburg-Clearwater International Airport,"Pinellas County, Florida",United States,YES
AJY Mano Dayak International Airport,AJY,Mano Dayak International Airport,Agadez,Niger,YES
TLC Lic. Adolfo López Mateos International Airport,TLC,Lic. Adolfo López Mateos International Airport,"Toluca, Estado de México",Mexico,YES
WUX Sunan Shuofang International Airport,WUX,Sunan Shuofang International Airport,"Wuxi/Suzhou, Jiangsu",China,YES
CPT Cape Town International Airport,CPT,Cape Town International Airport,Cape Town,South Africa,YES
HUF Terre Haute International Airport (Hulman Field),HUF,Terre Haute International Airport (Hulman Field),"Terre Haute, Indiana",United States,YES
KMG Kunming Changshui International Airport,KMG,Kunming Changshui International Airport,"Kunming, Yunnan",China,YES
PIK Glasgow Prestwick International Airport,PIK,Glasgow Prestwick International Airport,"Prestwick, Scotland",United Kingdom,YES
SBT San Bernardino International Airport,SBT,San Bernardino International Airport,"San Bernardino, California",United States,YES
YWG Winnipeg James Armstrong Richardson International Airport,YWG,Winnipeg James Armstrong Richardson International Airport,"Winnipeg, Manitoba",Canada,YES
AKC Akron Fulton International Airport,AKC,Akron Fulton International Airport,"Akron, Ohio",United States,YES
ITM Osaka International Airport (Itami Airport),ITM,Osaka International Airport (Itami Airport),Itami,Japan,YES
UTP U-Tapao International Airport,UTP,U-Tapao International Airport,Rayong,Thailand,YES
DGO General Guadalupe Victoria International Airport,DGO,General Guadalupe Victoria International Airport,"Durango, Durango",Mexico,YES
HUI Phu Bai International Airport,HUI,Phu Bai International Airport,"Hu?, Th?a Thiên–Hu?",Vietnam,YES
MCI Kansas City International Airport,MCI,Kansas City International Airport,"Kansas City, Missouri",United States,YES
CEI Mae Fah Luang International Airport,CEI,Mae Fah Luang International Airport,Chiang Rai,Thailand,YES
DGP Daugavpils International Airport,DGP,Daugavpils International Airport,Daugavpils,Latvia,YES
ITO Hilo International Airport,ITO,Hilo International Airport,"Hilo, Hawaii",United States,YES
LAN Capital Region International Airport,LAN,Capital Region International Airport,"Lansing, Michigan",United States,YES
SSA Deputado Luís Eduardo Magalhães International Airport,SSA,Deputado Luís Eduardo Magalhães International Airport,"Salvador, Bahia",Brazil,YES
HAH Prince Said Ibrahim International Airport,HAH,Prince Said Ibrahim International Airport,Moroni,Comoros,YES
LAO Laoag International Airport,LAO,Laoag International Airport,"Laoag City, Ilocos Norte",Philippines,YES
SBZ Sibiu International Airport,SBZ,Sibiu International Airport,Sibiu,Romania,YES
AVP Wilkes-Barre/Scranton International Airport,AVP,Wilkes-Barre/Scranton International Airport,"Avoca, Pennsylvania",United States,YES
HUL Houlton International Airport,HUL,Houlton International Airport,"Houlton, Maine",United States,YES
LAP Manuel Márquez de León International Airport,LAP,Manuel Márquez de León International Airport,"La Paz, Baja California Sur",Mexico,YES
YHM John C. Munro Hamilton International Airport,YHM,John C. Munro Hamilton International Airport,"Hamilton, Ontario",Canada,YES
HAK Haikou Meilan International Airport,HAK,Haikou Meilan International Airport,"Haikou, Hainan",China,YES
PIT Pittsburgh International Airport,PIT,Pittsburgh International Airport,"Findlay, Pennsylvania",United States,YES
QRO Querétaro International Airport,QRO,Querétaro International Airport,Querétaro,Mexico,YES
TLS Toulouse Blagnac International Airport,TLS,Toulouse Blagnac International Airport,Toulouse,France,YES
BTE Sherbro International Airport,BTE,Sherbro International Airport,Bonthe,Sierra Leone,YES
CEN Ciudad Obregón International Airport,CEN,Ciudad Obregón International Airport,"Ciudad Obregón, Sonora",Mexico,YES
IUE Hanan International Airport,IUE,Hanan International Airport,Alofi,Niue,YES
LAS McCarran International Airport,LAS,McCarran International Airport,"Las Vegas, Nevada",United States,YES
MCO Orlando International Airport,MCO,Orlando International Airport,"Orlando, Florida",United States,YES
MNL Ninoy Aquino International Airport / Villamor Airbase,MNL,Ninoy Aquino International Airport / Villamor Airbase,Metro Manila,Philippines,YES
SSG Malabo International Airport (Saint Isabel Airport),SSG,Malabo International Airport (Saint Isabel Airport),"Malabo, Equatorial ",Guinea,YES
DHA Dhahran International Airport,DHA,Dhahran International Airport,Dhahran,Saudi Arabia,YES
MCP Macapá International Airport,MCP,Macapá International Airport,"Macapá, Amapá",Brazil,YES
SSH Sharm el-Sheikh International Airport,SSH,Sharm el-Sheikh International Airport,Sharm el-Sheikh,Egypt,YES
TLV Ben Gurion International Airport,TLV,Ben Gurion International Airport,Lod,Israel,YES
UVF Hewanorra International Airport,UVF,Hewanorra International Airport,Vieux-Fort,Saint Lucia,YES
GGT Exuma International Airport,GGT,Exuma International Airport,"Moss Town, Great Exuma Island",Bahamas,YES
HAN Noi Bai International Airport,HAN,Noi Bai International Airport,Hanoi,Vietnam,YES
MYR Myrtle Beach International Airport,MYR,Myrtle Beach International Airport,"Myrtle Beach, South Carolina",United States,YES
LAX Los Angeles International Airport,LAX,Los Angeles International Airport,"Los Angeles, California",United States,YES
PJC Dr.Augusto Roberto Fuster International Airport,PJC,Dr.Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,YES
SCL Comodoro Arturo Merino Benítez International Airport,SCL,Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,YES
YXC Cranbrook/Canadian Rockies International Airport,YXC,Cranbrook/Canadian Rockies International Airport,"Cranbrook, British Columbia",Canada,YES
CRD General Enrique Mosconi International Airport,CRD,General Enrique Mosconi International Airport,"Comodoro Rivadavia, Chubut",Argentina,YES
HUX Huatulco International Airport,HUX,Huatulco International Airport,"Huatulco (Bahías de Huatulco), Oaxaca",Mexico,YES
MCT Muscat International Airport (formerly Seeb Airport),MCT,Muscat International Airport (formerly Seeb Airport),Muscat,Oman,YES
OGS Ogdensburg International Airport,OGS,Ogdensburg International Airport,"Ogdensburg, New York",United States,YES
YXE Saskatoon John G. Diefenbaker International Airport,YXE,Saskatoon John G. Diefenbaker International Airport,"Saskatoon, Saskatchewan",Canada,YES
LBA Leeds Bradford International Airport,LBA,Leeds Bradford International Airport,"Leeds / Bradford, West Yorkshire, England",United Kingdom,YES
LOP Lombok International Airport (Bandara Internasional Lombok),LOP,Lombok International Airport (Bandara Internasional Lombok),"Mataram, Lombok",Indonesia,YES
YHZ Halifax Stanfield International Airport,YHZ,Halifax Stanfield International Airport,"Enfield, Nova Scotia",Canada,YES
LBB Lubbock Preston Smith International Airport,LBB,Lubbock Preston Smith International Airport,"Lubbock, Texas",United States,YES
KAN Mallam Aminu Kano International Airport,KAN,Mallam Aminu Kano International Airport,Kano,Nigeria,YES
MYY Miri International Airport,MYY,Miri International Airport,"Miri, Sarawak",Malaysia,YES
HAV José Martí International Airport,HAV,José Martí International Airport,Havana,Cuba,YES
LOS Murtala Muhammed International Airport,LOS,Murtala Muhammed International Airport,Lagos,Nigeria,YES
QUO Akwa Ibom International Airport,QUO,Akwa Ibom International Airport,"Uyo, Akwa Ibom State",Nigeria,YES
SCU Antonio Maceo International Airport,SCU,Antonio Maceo International Airport,Santiago,Cuba,YES
BIL Billings Logan International Airport,BIL,Billings Logan International Airport,"Billings, Montana",United States,YES
CRK Clark International Airport,CRK,Clark International Airport,Clark Special Economic Zone,Philippines,YES
CFB Cabo Frio International Airport,CFB,Cabo Frio International Airport,"Cabo Frio, Rio de Janeiro",Brazil,YES
LOV Venustiano Carranza International Airport,LOV,Venustiano Carranza International Airport,"Monclova, Coahuila",Mexico,YES
TMS São Tomé International Airport,TMS,São Tomé International Airport,São Tomé,São Tomé and Príncipe,YES
ALA Almaty International Airport,ALA,Almaty International Airport,Almaty,Kazakhstan,YES
MDC Sam Ratulangi International Airport,MDC,Sam Ratulangi International Airport,Manado,Indonesia,YES
ALB Albany International Airport,ALB,Albany International Airport,"Albany, New York",United States,YES
FIH N'djili Airport (Kinshasa International),FIH,N'djili Airport (Kinshasa International),Kinshasa,Democratic Republic of the Congo,YES
SDA Baghdad International Airport (formerly ORBS/Saddam INT 'l),SDA,Baghdad International Airport (formerly ORBS/Saddam INT 'l),Baghdad,Iraq,YES
DIL Presidente Nicolau Lobato International Airport,DIL,Presidente Nicolau Lobato International Airport,Dili,East Timor (Timor-Leste),YES
MDE José María Córdova International Airport,MDE,José María Córdova International Airport,Medellín,Colombia,YES
BTV Burlington International Airport,BTV,Burlington International Airport,"Burlington, Vermont",United States,YES
CRP Corpus Christi International Airport,CRP,Corpus Christi International Airport,"Corpus Christi, Texas",United States,YES
STI Cibao International Airport,STI,Cibao International Airport,Santiago,Dominican Republic,YES
YXU London International Airport,YXU,London International Airport,"London, Ontario",Canada,YES
LPA Gran Canaria International Airport,LPA,Gran Canaria International Airport,"Las Palmas, Canary Islands",Spain,YES
TNA Jinan Yaoqiang International Airport,TNA,Jinan Yaoqiang International Airport,"Jinan, Shandong",China,YES
VBS Brescia Montichiari International Airport,VBS,Brescia Montichiari International Airport,Brescia,Italy,YES
YXX Abbotsford International Airport,YXX,Abbotsford International Airport,"Abbotsford, British Columbia",Canada,YES
GIG Galeão International Airport,GIG,Galeão International Airport,Rio de Janeiro,Brazil,YES
LPB El Alto International Airport,LPB,El Alto International Airport,La Paz,Bolivia,YES
SDF Louisville International Airport (Standiford Field),SDF,Louisville International Airport (Standiford Field),"Louisville, Kentucky",United States,YES
YXY Erik Nielsen Whitehorse International Airport,YXY,Erik Nielsen Whitehorse International Airport,"Whitehorse, Yukon",Canada,YES
PKZ Pakse International Airport,PKZ,Pakse International Airport,Pakse,Laos,YES
STL Lambert–St. Louis International Airport,STL,Lambert–St. Louis International Airport,"St. Louis, Missouri",United States,YES
VCA Tra Noc International Airport,VCA,Tra Noc International Airport,Can Tho,Vietnam,YES
AXM El Edén International Airport,AXM,El Edén International Airport,Armenia,Colombia,YES
CFK Chlef International Airport,CFK,Chlef International Airport,Chlef,Algeria,YES
FJR Fujairah International Airport (cargo only),FJR,Fujairah International Airport (cargo only),Fujairah,United Arab Emirates,YES
IXE Mangalore International Airport,IXE,Mangalore International Airport,Mangalore,India,YES
TNG Ibn Batouta International Airport,TNG,Ibn Batouta International Airport,Tangier,Morocco,YES
ALI Alice International Airport,ALI,Alice International Airport,"Alice, Texas",United States,YES
DIR Aba Tenna Dejazmach Yilma International Airport,DIR,Aba Tenna Dejazmach Yilma International Airport,Dire Dawa,Ethiopia,YES
EIS Terrance B. Lettsome International Airport,EIS,Terrance B. Lettsome International Airport,Beef Island,British Virgin Islands,YES
FKI Bangoka International Airport,FKI,Bangoka International Airport,Kisangani,Democratic Republic of the Congo,YES
LPG La Plata International Airport,LPG,La Plata International Airport,"La Plata, Buenos Aires",Argentina,YES
MDL Mandalay International Airport,MDL,Mandalay International Airport,Mandalay,Myanmar (Burma),YES
YYC Calgary International Airport,YYC,Calgary International Airport,"Calgary, Alberta",Canada,YES
KNO Kuala Namu International Airport,KNO,Kuala Namu International Airport,Medan,Indonesia,YES
TNJ Raja Haji Fisabilillah International Airport,TNJ,Raja Haji Fisabilillah International Airport,"Tanjung Pinang, Riau Islands",Indonesia,YES
ALL Villanova d'Albenga International Airport,ALL,Villanova d'Albenga International Airport,Albenga,Italy,YES
BUD Budapest Ferenc Liszt International Airport,BUD,Budapest Ferenc Liszt International Airport,Budapest,Hungary,YES
RAI Praia International Airport,RAI,Praia International Airport,Praia,Cape Verde,YES
SDQ Las Américas International Airport,SDQ,Las Américas International Airport,Punta Caucedo,Dominican Republic,YES
VCP Viracopos International Airport,VCP,Viracopos International Airport,"Campinas, São Paulo State",Brazil,YES
BUF Buffalo Niagara International Airport,BUF,Buffalo Niagara International Airport,"Buffalo, New York",United States,YES
HYD Rajiv Gandhi International Airport (succeeded Begumpet Airport),HYD,Rajiv Gandhi International Airport (succeeded Begumpet Airport),Hyderabad,India,YES
RAK Menara International Airport,RAK,Menara International Airport,Marrakech,Morocco,YES
XCR Vatry International Airport,XCR,Vatry International Airport,Vatry,France,YES
CFU Ioannis Kapodistrias International Airport (Corfu International Airport),CFU,Ioannis Kapodistrias International Airport (Corfu International Airport),Corfu,Greece,YES
LBV Libreville International Airport,LBV,Libreville International Airport,Libreville,Gabon,YES
MDQ Astor Piazzolla International Airport,MDQ,Astor Piazzolla International Airport,"Mar del Plata, Buenos Aires Province",Argentina,YES
MZT GENERAL Rafael Buelna International Airport,MZT,GENERAL Rafael Buelna International Airport,"Mazatlán, Sinaloa",Mexico,YES
ALP Aleppo International Airport (Nejrab Airport),ALP,Aleppo International Airport (Nejrab Airport),Aleppo,Syria,YES
PLQ Palanga International Airport,PLQ,Palanga International Airport,Palanga,Lithuania,YES
YKF Region of Waterloo International Airport,YKF,Region of Waterloo International Airport,"Waterloo Regional Municipality, Ontario",Canada,YES
KBL Kabul International Airport,KBL,Kabul International Airport,Kabul,Afghanistan,YES
MDT Harrisburg International Airport,MDT,Harrisburg International Airport,"Harrisburg, Pennsylvania",United States,YES
MOT Minot International Airport,MOT,Minot International Airport,"Minot, North Dakota",United States,YES
VDA Ovda International Airport,VDA,Ovda International Airport,Ovda,Israel,YES
YYJ Victoria International Airport,YYJ,Victoria International Airport,"Victoria, British Columbia",Canada,YES
PLS Providenciales International Airport,PLS,Providenciales International Airport,Providenciales,Turks and Caicos Islands,YES
RAR Rarotonga International Airport,RAR,Rarotonga International Airport,Avarua,Cook Islands,YES
LPQ Luang Prabang International Airport,LPQ,Luang Prabang International Airport,Luang Prabang,Laos,YES
SEA Seattle–Tacoma International Airport,SEA,Seattle–Tacoma International Airport,"SeaTac, Washington",United States,YES
LCA Larnaca International Airport,LCA,Larnaca International Airport,Larnaca,Cyprus,YES
MDW Midway International Airport,MDW,Midway International Airport,"Chicago, Illinois",United States,YES
STY Nueva Hespérides International Airport,STY,Nueva Hespérides International Airport,"Salto, Salto",Uruguay,YES
KBP Boryspil International Airport,KBP,Boryspil International Airport,Kiev,Ukraine,YES
KOA Kona International Airport,KOA,Kona International Airport,"Kailua / Kona, Hawaii",United States,YES
OLS Nogales International Airport,OLS,Nogales International Airport,"Nogales, Arizona",United States,YES
SUB Juanda International Airport,SUB,Juanda International Airport,Surabaya,Indonesia,YES
MDZ Gov.Francisco Gabrielli International Airport (El Plumerillo),MDZ,Gov.Francisco Gabrielli International Airport (El Plumerillo),"Mendoza, Mendoza Province",Argentina,YES
NAG Dr.Babasaheb Ambedkar International Airport,NAG,Dr.Babasaheb Ambedkar International Airport,Nagpur,India,YES
YYT St. John's International Airport,YYT,St. John's International Airport,"St. John's, Newfoundland and Labrador",Canada,YES
BJL Banjul International Airport,BJL,Banjul International Airport,Banjul,Gambia,YES
LCE Golosón International Airport,LCE,Golosón International Airport,La Ceiba,Honduras,YES
LPX Liep?ja International Airport,LPX,Liep?ja International Airport,Liep?ja,Latvia,YES
ALY Alexandria International Airport,ALY,Alexandria International Airport,Alexandria,Egypt,YES
BJM Bujumbura International Airport,BJM,Bujumbura International Airport,Bujumbura,Burundi,YES
BUQ Joshua Mqabuko Nkomo International Airport,BUQ,Joshua Mqabuko Nkomo International Airport,Bulawayo,Zimbabwe,YES
FLL Fort Lauderdale–Hollywood International Airport,FLL,Fort Lauderdale–Hollywood International Airport,"Fort Lauderdale / Hollywood, Florida",United States,YES
SUF Lamezia Terme International Airport,SUF,Lamezia Terme International Airport,Lamezia Terme,Italy,YES
DKR Léopold Sédar Senghor International Airport,DKR,Léopold Sédar Senghor International Airport,Dakar,Senegal,YES
MEC Eloy Alfaro International Airport,MEC,Eloy Alfaro International Airport,"Manta, Manabí",Ecuador,YES
"TOE Tozeur, Tunisia (Aeroport International Tozeur Nefta)",TOE,"Tozeur, Tunisia (Aeroport International Tozeur Nefta)","Tozeur, Tunisia",Tunisia,YES
AMA Rick Husband Amarillo International Airport,AMA,Rick Husband Amarillo International Airport,"Amarillo, Texas",United States,YES
CGK Soekarno–Hatta International Airport,CGK,Soekarno–Hatta International Airport,Jakarta,Indonesia,YES
FLN Hercílio Luz International Airport,FLN,Hercílio Luz International Airport,"Florianópolis, Santa Catarina",Brazil,YES
PMG Ponta Porã International Airport,PMG,Ponta Porã International Airport,"Ponta Porã, Mato Grosso DO Sul",Brazil,YES
YYZ Toronto Pearson International Airport,YYZ,Toronto Pearson International Airport,"Mississauga, Ontario",Canada,YES
GLA Glasgow International Airport,GLA,Glasgow International Airport,"Glasgow, Scotland",United Kingdom,YES
NAN Nadi International Airport,NAN,Nadi International Airport,Nadi,Fiji,YES
SUJ Satu Mare International Airport,SUJ,Satu Mare International Airport,Satu Mare,Romania,YES
VER General Heriberto Jara International Airport,VER,General Heriberto Jara International Airport,"Veracruz, Veracruz",Mexico,YES
RBR Rio Branco International Airport (Presidente Medici Airport),RBR,Rio Branco International Airport (Presidente Medici Airport),"Rio Branco, Acre",Brazil,YES
AMD Sardar Vallabhbhai Patel International Airport,AMD,Sardar Vallabhbhai Patel International Airport,Ahmedabad,India,YES
CGO Zhengzhou Xinzheng International Airport,CGO,Zhengzhou Xinzheng International Airport,"Zhengzhou, Henan",China,YES
LCK Rickenbacker International Airport,LCK,Rickenbacker International Airport,"Columbus, Ohio",United States,YES
CGP Shah Amanat International Airport,CGP,Shah Amanat International Airport,Chittagong,Bangladesh,YES
DLC Dalian Zhoushuizi International Airport,DLC,Dalian Zhoushuizi International Airport,"Dalian, Liaoning",China,YES
HDY Hat Yai International Airport,HDY,Hat Yai International Airport,"Hat Yai, Songkhla Province",Thailand,YES
IAD Washington Dulles International Airport,IAD,Washington Dulles International Airport,"Washington, D.C. / Virginia",United States,YES
NAS Lynden Pindling International Airport,NAS,Lynden Pindling International Airport,Nassau,Bahamas,YES
CGQ Changchun Longjia International Airport,CGQ,Changchun Longjia International Airport,"Changchun, Jilin",China,YES
IAG Niagara Falls International Airport,IAG,Niagara Falls International Airport,"Niagara Falls, New York",United States,YES
LRD Laredo International Airport,LRD,Laredo International Airport,"Laredo, Texas",United States,YES
NAT Augusto Severo International Airport,NAT,Augusto Severo International Airport,Natal,Brazil,YES
BJX Del Bajío International Airport (Guanajuato Int'l Airport),BJX,Del Bajío International Airport (Guanajuato Int'l Airport),"León, Guanajuato",Mexico,YES
CGR Campo Grande International Airport,CGR,Campo Grande International Airport,"Campo Grande, Mato Grosso do Sul",Brazil,YES
PMR Palmerston North International Airport,PMR,Palmerston North International Airport,Palmerston North,New Zealand,YES
SEZ Seychelles International Airport,SEZ,Seychelles International Airport,Mahé,Seychelles,YES
DLH Duluth International Airport,DLH,Duluth International Airport,"Duluth, Minnesota",United States,YES
MEM Memphis International Airport,MEM,Memphis International Airport,"Memphis, Tennessee",United States,YES
MPM Maputo International Airport,MPM,Maputo International Airport,Maputo,Mozambique,YES
OMO Mostar International Airport,OMO,Mostar International Airport,Mostar,Bosnia and Herzegovina,YES
XIY Xi'an Xianyang International Airport,XIY,Xi'an Xianyang International Airport,"Xianyang, Shaanxi",China,YES
BVB Boa Vista International Airport,BVB,Boa Vista International Airport,"Boa Vista, Roraima",Brazil,YES
OMR Oradea International Airport,OMR,Oradea International Airport,Oradea,Romania,YES
PMV Del Caribe International GENERAL Santiago Marino Airport,PMV,Del Caribe International GENERAL Santiago Marino Airport,Porlamar,Venezuela,YES
SFB Orlando Sanford International Airport,SFB,Orlando Sanford International Airport,"Sanford, Florida",United States,YES
SUV Nausori International Airport,SUV,Nausori International Airport,"Suva / Nausori, Viti Levu",Fiji,YES
CSX Changsha Huanghua International Airport,CSX,Changsha Huanghua International Airport,"Changsha, Hunan",China,YES
